,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Month,Dep_Time_day,Duration_in_minutes,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Arrival_Time_day
7651,SpiceJet,Kolkata,Banglore,CCU → KNU → BLR,1,No info,8479,5,12,435,11,35,18,50,20
7652,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,15,1400,18,55,18,15,16
7653,Air India,Kolkata,Banglore,CCU → DEL → BLR,1,No info,10203,6,12,1615,17,30,20,25,13
7654,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,6938,6,12,490,14,20,22,30,20
7655,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,9646,6,15,765,9,45,22,30,20
7656,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6593,6,1,300,16,0,21,0,20
7657,Vistara Premium economy,Chennai,Kolkata,MAA → CCU,0,No info,9125,3,1,135,7,5,9,20,20
7658,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7670,5,15,615,15,15,1,30,16
7659,Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,2,No info,15894,6,6,525,14,30,23,15,20
7660,Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,1,In-flight meal not included,5608,5,15,435,10,20,17,35,20
7664,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13555,3,18,680,11,40,23,0,20
7665,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,10979,6,3,555,10,0,19,15,20
7669,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,5725,3,24,140,22,20,0,40,25
7670,IndiGo,Banglore,New Delhi,BLR → DEL,0,No info,10067,3,9,170,16,55,19,45,20
7671,SpiceJet,Banglore,Delhi,BLR → DEL,0,No check-in baggage included,4885,4,12,170,9,30,12,20,20
7672,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,7690,6,9,1640,6,5,9,25,10
7673,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,8258,3,3,305,20,30,1,35,4
7674,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7408,6,12,840,7,0,21,0,20
7678,Air India,Kolkata,Banglore,CCU → BLR,0,No info,4435,3,12,155,20,45,23,20,20
7680,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4174,4,15,155,22,15,0,50,16
7681,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,5957,3,27,1420,9,45,9,25,28
7682,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,12692,6,9,1685,17,0,21,5,10
7684,Air India,Kolkata,Banglore,CCU → HYD → BLR,1,No info,6117,5,1,965,19,0,11,5,2
7685,IndiGo,Delhi,Cochin,DEL → COK,0,No info,6015,5,12,195,5,35,8,50,20
7686,Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,2,No info,11642,6,9,1210,9,25,5,35,10
7687,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7564,5,18,755,6,40,19,15,20
7690,Air India,Kolkata,Banglore,CCU → HYD → BLR,1,No info,6327,6,9,965,19,0,11,5,10
7691,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,7416,3,27,1350,9,45,8,15,28
7692,Air India,Delhi,Cochin,DEL → LKO → BOM → COK,2,No info,14588,5,27,1470,7,10,7,40,28
7693,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7198,6,12,930,10,0,1,30,13
7695,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6093,6,9,860,6,40,21,0,20
7696,Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,2,No info,15107,5,9,1320,14,30,12,30,10
7697,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,8372,5,18,1360,9,0,7,40,18
7698,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,7064,4,1,850,8,25,22,35,20
7702,Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,2,No info,10991,6,6,875,5,50,20,25,20
7703,Air India,Banglore,New Delhi,BLR → VGA → DEL,1,No info,10321,3,9,1490,10,30,11,20,13
7704,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,6,6,170,13,0,15,50,20
7706,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,1,No info,4268,4,9,290,15,15,20,5,20
7707,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,13014,6,9,810,5,30,19,0,20
7708,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13727,5,9,720,9,0,21,0,20
7709,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4174,4,9,150,15,15,17,45,20
7712,IndiGo,Kolkata,Banglore,CCU → PNQ → BLR,1,No info,7228,5,12,315,21,0,2,15,13
7714,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,7038,6,1,540,7,10,16,10,20
7715,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,7064,4,1,1545,6,30,8,15,2
7716,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10031,3,24,1575,21,10,23,25,25
7717,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9663,5,6,520,20,0,4,40,7
7718,Air Asia,Banglore,Delhi,BLR → DEL,0,No info,4483,5,1,170,23,55,2,45,2
7719,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,5769,6,3,180,8,20,11,20,20
7721,Air India,Kolkata,Banglore,CCU → BLR,0,No info,4145,5,15,155,20,45,23,20,20
7722,Air India,Kolkata,Banglore,CCU → BLR,0,No info,4880,5,18,155,20,45,23,20,20
7723,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No check-in baggage included,3543,6,6,135,9,45,12,0,20
7725,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,7191,5,9,810,7,30,21,0,20
7726,Vistara,Banglore,Delhi,BLR → DEL,0,No info,5403,4,1,160,7,0,9,40,20
7727,Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,2,In-flight meal not included,15812,6,9,440,11,40,19,0,20
7728,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,4,9,180,19,50,22,50,20
7729,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,11410,6,3,340,16,45,22,25,20
7730,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,4332,5,3,145,11,35,14,0,20
7731,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,4,15,180,17,45,20,45,20
7733,Air India,Kolkata,Banglore,CCU → BLR,0,No info,4145,6,3,155,20,45,23,20,20
7735,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3419,4,3,175,0,30,3,25,20
7737,SpiceJet,Delhi,Cochin,DEL → PNQ → COK,1,No info,5830,6,3,270,8,45,13,15,20
7739,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14231,3,24,795,18,55,8,10,25
7740,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,6,9,1495,18,55,19,50,10
7741,SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,1,No info,11468,5,12,435,11,15,18,30,20
7742,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,4409,5,18,150,22,50,1,20,18
7744,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4077,6,21,170,23,30,2,20,22
7745,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,13067,5,9,690,9,35,21,5,20
7746,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,6,6,175,7,10,10,5,20
7747,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,14817,3,9,745,6,50,19,15,20
7749,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,15603,3,3,840,7,0,21,0,20
7750,Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,2,No info,13885,3,24,1830,16,45,23,15,25
7751,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,17261,3,6,1280,11,40,9,0,7
7752,Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,3,No info,15629,6,9,565,11,35,21,0,20
7753,Air India,Kolkata,Banglore,CCU → BBI → HYD → BLR,2,No info,6117,5,6,1170,9,10,4,40,7
7755,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13377,5,27,435,18,15,1,30,28
7757,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3419,5,15,175,0,30,3,25,20
7758,Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,2,No info,14960,5,15,805,9,50,23,15,20
7759,Air India,Mumbai,Hyderabad,BOM → HYD,0,No info,11185,3,3,75,19,30,20,45,20
7760,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,8372,5,27,1455,19,0,19,15,28
7761,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,6,620,2,15,12,35,20
7762,Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,2,No info,11542,6,12,1255,16,50,13,45,13
7763,SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,1,No info,4649,4,3,315,15,5,20,20,20
7764,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,5678,3,9,90,19,40,21,10,20
7765,SpiceJet,Banglore,Delhi,BLR → DEL,0,No info,3971,6,1,170,9,30,12,20,20
7766,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,7878,6,3,540,7,10,16,10,20
7768,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4423,5,1,165,6,5,8,50,20
7769,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,1,865,14,0,4,25,2
7771,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,21,1265,21,10,18,15,22
7772,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,10368,6,24,1125,9,40,4,25,25
7774,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,7191,5,6,415,18,35,1,30,7
7775,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,9794,5,18,395,6,0,12,35,20
7776,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,6,1,170,4,0,6,50,20
7777,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13626,6,12,330,6,30,12,0,20
7778,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9663,5,12,800,20,0,9,20,13
7779,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,In-flight meal not included,6093,6,15,540,7,10,16,10,20
7780,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,11717,3,12,615,21,25,7,40,13
7781,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,18,800,20,0,9,20,18
7782,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,5,3,165,6,0,8,45,20
7783,GoAir,Banglore,Delhi,BLR → DEL,0,No info,3898,6,1,165,20,55,23,40,20
7784,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,3,825,22,50,12,35,4
7786,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3597,6,15,140,14,45,17,5,20
7787,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,4413,3,18,160,6,55,9,35,20
7788,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,15353,3,6,535,10,20,19,15,20
7789,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,5,1,170,10,10,13,0,20
7790,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,6297,3,15,135,13,20,15,35,20
7791,IndiGo,Banglore,New Delhi,BLR → DEL,0,No info,6144,3,9,175,20,0,22,55,20
7792,Air India,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,12257,5,21,1470,18,45,19,15,22
7793,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,15129,5,21,1390,13,25,12,35,22
7795,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,13029,5,9,560,9,40,19,0,20
7796,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,2,No info,9416,6,6,1390,12,0,11,10,7
7797,Air India,Delhi,Cochin,DEL → COK,0,No info,6934,6,3,185,18,5,21,10,20
7798,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,11467,5,21,1080,20,25,14,25,22
7799,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,6795,6,3,615,15,15,1,30,4
7801,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,14053,3,9,1525,17,25,18,50,10
7802,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,7927,4,1,975,7,10,23,25,20
7803,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4462,3,18,165,10,10,12,55,20
7805,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,24,1655,20,0,23,35,25
7806,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,15411,3,3,595,8,55,18,50,20
7807,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4462,3,18,160,17,15,19,55,20
7809,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,15764,3,6,1110,9,55,4,25,7
7810,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,17024,3,6,1285,22,20,19,45,7
7811,Air India,Mumbai,Hyderabad,BOM → HYD,0,No info,3100,6,18,80,6,20,7,40,20
7812,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,5,1,185,18,55,22,0,20
7815,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,4384,3,18,150,19,35,22,5,20
7816,Air India,Delhi,Cochin,DEL → TRV → COK,1,No info,6587,6,27,1535,5,15,6,50,28
7818,Air India,Chennai,Kolkata,MAA → CCU,0,No info,7082,3,15,135,11,40,13,55,20
7819,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No info,6300,3,15,135,8,20,10,35,20
7820,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14571,6,6,475,8,25,16,20,20
7822,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,6878,5,21,600,14,55,0,55,22
7823,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,1965,4,1,90,5,45,7,15,20
7824,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,9187,5,21,1065,17,0,10,45,22
7826,IndiGo,Banglore,New Delhi,BLR → DEL,0,No info,10067,3,1,180,8,30,11,30,20
7827,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,5054,6,27,305,20,25,1,30,28
7828,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7005,6,6,900,6,0,21,0,20
7829,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,12121,5,15,690,9,35,21,5,20
7831,Air Asia,Kolkata,Banglore,CCU → DEL → BLR,1,No info,5192,4,1,710,7,35,19,25,20
7832,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3597,6,9,140,13,15,15,35,20
7833,Jet Airways,Banglore,New Delhi,BLR → DEL,0,No info,8016,3,9,160,18,20,21,0,20
7834,Air India,Mumbai,Hyderabad,BOM → HYD,0,No info,2050,3,15,85,15,0,16,25,20
7837,Vistara,Delhi,Cochin,DEL → COK,0,No info,6216,6,18,190,6,0,9,10,20
7838,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3841,6,21,140,22,20,0,40,22
7839,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3815,3,15,160,6,55,9,35,20
7840,Air India,Banglore,Delhi,BLR → DEL,0,No info,5176,4,3,165,17,0,19,45,20
7841,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No info,2017,5,9,90,22,45,0,15,10
7842,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,9187,5,9,1555,7,10,9,5,10
7843,Vistara,Banglore,New Delhi,BLR → DEL,0,No info,11598,3,9,165,9,50,12,35,20
7844,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,13014,6,1,1025,19,30,12,35,2
7845,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,1,1040,19,15,12,35,2
7846,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,9916,4,9,1380,20,15,19,15,10
7847,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14231,3,24,1145,16,55,12,0,25
7848,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,7229,6,15,175,11,10,14,5,20
7849,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6316,3,27,505,17,10,1,35,28
7850,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,4384,3,9,155,10,20,12,55,20
7851,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,13381,6,12,1580,16,55,19,15,13
7852,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,4332,5,12,145,11,35,14,0,20
7853,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,8907,6,15,570,13,30,23,0,20
7854,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,6,12,155,4,40,7,15,20
7855,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,15407,3,6,1480,7,0,7,40,7
7856,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,27,1105,10,0,4,25,28
7858,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No check-in baggage included,3543,5,3,140,17,45,20,5,20
7859,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4284,5,6,165,1,30,4,15,20
7860,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,2437,5,3,90,21,20,22,50,20
7861,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No info,4174,4,18,140,22,20,0,40,18
7862,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,21,960,20,0,12,0,22
7863,Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,2,No info,14960,5,21,970,16,45,8,55,22
7866,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,9345,5,18,975,7,10,23,25,20
7867,IndiGo,Kolkata,Banglore,CCU → BBI → BLR,1,No info,4864,5,15,330,7,10,12,40,20
7868,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,7295,3,6,140,19,35,21,55,20
7869,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,2,No info,10231,6,12,1275,22,0,19,15,13
7870,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,1,300,14,0,19,0,20
7871,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,12032,3,27,1470,19,15,19,45,28
7872,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,4,15,175,15,15,18,10,20
7873,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,15,705,6,30,18,15,20
7874,Vistara,Banglore,New Delhi,BLR → AMD → DEL,1,No info,12476,3,3,355,6,40,12,35,20
7875,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,11087,3,12,1585,20,35,23,0,13
7877,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,6734,5,9,835,8,35,22,30,20
7879,Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,2,No info,11516,4,1,1045,5,50,23,15,20
7880,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3850,3,18,140,7,55,10,15,20
7881,Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,2,No info,17229,3,9,870,13,55,4,25,10
7882,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No info,3873,6,27,140,22,20,0,40,28
7883,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,4160,4,3,85,7,5,8,30,20
7884,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7670,5,18,490,12,50,21,0,20
7886,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,In-flight meal not included,11150,6,27,1390,13,25,12,35,28
7887,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,9134,3,15,405,11,40,18,25,20
7888,SpiceJet,Banglore,Delhi,BLR → DEL,0,No info,4423,5,18,170,9,30,12,20,20
7889,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,3807,6,21,150,22,50,1,20,22
7890,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,7480,5,21,1640,6,5,9,25,22
7891,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4423,5,6,165,6,5,8,50,20
7892,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,6,18,180,16,55,19,55,20
7893,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,12102,3,24,1645,17,0,20,25,25
7894,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,15342,3,6,615,9,0,19,15,20
7895,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,6,365,16,30,22,35,20
7896,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,7480,6,12,1420,9,45,9,25,13
7897,Air India,Kolkata,Banglore,CCU → HYD → BLR,1,No info,4227,4,1,580,19,0,4,40,2
7898,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,7690,6,9,1420,9,45,9,25,10
7899,SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,1,No info,8224,5,18,330,15,55,21,25,20
7900,Vistara,Banglore,Delhi,BLR → DEL,0,No info,5823,4,18,165,19,30,22,15,20
7901,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,9134,3,15,570,8,55,18,25,20
7903,Air India,Kolkata,Banglore,CCU → BOM → BLR,1,No info,8366,6,9,1350,9,25,7,55,10
7904,Air India,Delhi,Cochin,DEL → TRV → COK,1,No info,7480,6,1,1535,5,15,6,50,2
7905,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,12,365,16,30,22,35,20
7909,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,12739,6,12,1330,6,30,4,40,13
7911,Air India,Banglore,New Delhi,BLR → DEL,0,No info,11633,3,18,165,17,0,19,45,20
7913,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13817,3,12,365,16,55,23,0,20
7917,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,2,No info,16263,6,1,505,20,0,4,25,2
7920,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,11087,3,18,520,11,40,20,20,20
7923,Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,2,No info,10361,5,18,1830,12,0,18,30,18
7924,Air Asia,Kolkata,Banglore,CCU → DEL → BLR,1,No info,5320,5,12,955,7,35,23,30,20
7926,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No info,4174,5,15,150,17,10,19,40,20
7927,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,8151,5,21,875,17,40,8,15,22
7928,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,12557,3,21,1610,16,0,18,50,22
7929,Air India,Banglore,Delhi,BLR → DEL,0,No info,6961,6,15,165,10,0,12,45,20
7930,Air India,Banglore,Delhi,BLR → DEL,0,No info,4441,4,9,170,21,5,23,55,20
7931,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No info,2753,3,15,85,22,45,0,10,16
7932,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3841,4,6,140,22,20,0,40,7
7933,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,5022,4,6,1010,6,10,23,0,20
7934,Air India,Delhi,Cochin,DEL → COK,0,No info,5201,6,6,170,5,10,8,0,20
7935,Air India,Delhi,Cochin,DEL → COK,0,No info,6934,6,3,180,14,10,17,10,20
7936,IndiGo,Kolkata,Banglore,CCU → MAA → BLR,1,No info,5699,4,1,280,17,35,22,15,20
7939,IndiGo,Kolkata,Banglore,CCU → PAT → BLR,1,No info,11319,5,15,295,9,20,14,15,20
7940,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,3838,3,9,85,21,20,22,45,20
7941,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14388,5,12,1010,16,30,9,20,13
7942,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,In-flight meal not included,10824,6,15,1620,9,35,12,35,16
7943,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,5177,4,6,360,13,0,19,0,20
7945,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13626,6,12,685,8,25,19,50,20
7946,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,13381,6,24,1490,6,50,7,40,25
7947,Air India,Delhi,Cochin,DEL → LKO → BOM → COK,2,No info,18211,3,9,1485,18,30,19,15,10
7949,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,12,570,14,5,23,35,20
7950,Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,2,No info,11458,5,6,955,9,25,1,20,7
7951,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,6,9,800,6,30,19,50,20
7953,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,24,1100,18,15,12,35,25
7954,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,5277,6,24,140,22,5,0,25,25
7956,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No check-in baggage included,3543,5,3,135,8,20,10,35,20
7957,Air India,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13912,3,6,330,6,45,12,15,20
7959,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,1,335,22,50,4,25,2
7960,Air India,Delhi,Cochin,DEL → HYD → BOM → COK,2,No info,12199,6,27,1560,17,15,19,15,28
7961,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,5277,5,27,140,22,5,0,25,28
7962,Air India,Kolkata,Banglore,CCU → BBI → HYD → BLR,2,No info,6117,6,12,1170,9,10,4,40,13
7964,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,8627,3,6,660,20,10,7,10,7
7965,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,6795,6,15,830,11,40,1,30,16
7968,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,8330,5,9,630,15,0,1,30,10
7969,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,5,3,170,8,30,11,20,20
7970,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13759,3,24,1610,19,45,22,35,25
7971,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,10231,6,12,1600,5,0,7,40,13
7972,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,27,1425,19,15,19,0,28
7973,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,19225,3,6,280,5,45,10,25,20
7975,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,5298,6,12,320,6,50,12,10,20
7976,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,In-flight meal not included,9254,3,21,1950,10,20,18,50,22
